"fecha";"Run Fondo";"serie";"1M";"3M";"6M";"1Y";"ytd"
2023-06-15;"8189";B;-6.80%;"3.93%";"23.85%";"0.84%";"15.69%"
2023-06-16;"8189";B;-4.63%;"8.25%";"23.96%";-2.08%;"16.66%"
2023-06-17;"8189";B;-3.18%;"7.68%";"23.96%";-3.25%;"16.68%"
2023-06-18;"8189";B;-1.13%;"7.67%";"23.96%";-3.26%;"16.68%"
2023-06-19;"8189";B;-0.84%;"7.67%";"23.96%";-3.26%;"16.68%"
2023-06-20;"8189";B;-1.38%;"7.09%";"23.10%";-3.78%;"16.05%"
2023-06-21;"8189";B;-1.37%;"9.31%";"23.55%";-3.78%;"16.06%"
2023-06-22;"8189";B;-1.37%;"6.90%";"19.35%";-3.78%;"16.06%"
2023-06-23;"8189";B;-1.93%;"3.32%";"22.85%";"0.04%";"16.91%"
2023-06-24;"8189";B;-2.39%;"4.47%";"22.85%";"7.44%";"16.92%"
2023-06-25;"8189";B;-1.94%;"4.45%";"22.85%";"7.43%";"16.92%"
2023-06-26;"8189";B;-1.31%;"4.45%";"22.85%";"7.43%";"16.92%"
2023-06-27;"8189";B;-1.32%;"4.45%";"22.50%";"7.43%";"16.92%"
2023-06-28;"8189";B;-2.43%;"2.28%";"13.52%";"6.22%";"15.61%"
2023-06-29;"8189";B;-3.54%;"1.66%";"14.40%";"5.82%";"14.29%"
2023-06-30;"8189";B;-4.70%;"0.62%";"12.11%";"4.67%";"12.11%"
2023-07-01;"8189";B;-4.89%;"3.25%";"12.11%";"6.03%";"12.13%"
2023-07-02;"8189";B;-3.11%;"3.25%";"12.11%";"6.02%";"12.13%"
2023-07-03;"8189";B;-3.12%;"3.25%";"12.11%";"6.02%";"12.13%"
2023-07-04;"8189";B;-2.49%;"4.53%";"15.73%";"6.72%";"12.86%"
2023-07-05;"8189";B;-2.39%;"2.84%";"15.37%";"11.11%";"12.97%"
2023-07-06;"8189";B;-1.58%;"4.41%";"16.61%";"17.02%";"13.55%"
2023-07-07;"8189";B;-3.05%;"3.52%";"15.60%";"15.71%";"12.59%"
2023-07-08;"8189";B;-2.81%;"3.53%";"15.62%";"18.86%";"12.60%"
2023-07-09;"8189";B;-3.75%;"3.53%";"15.62%";"18.84%";"12.60%"
2023-07-10;"8189";B;-3.76%;"3.53%";"15.45%";"18.84%";"12.60%"
2023-07-11;"8189";B;-6.43%;-0.62%;"12.99%";"15.55%";"9.49%"
2023-07-12;"8189";B;-6.86%;-2.85%;"13.63%";"18.00%";"8.98%"
2023-07-13;"8189";B;-6.23%;-3.85%;"14.83%";"16.31%";"8.31%"
2023-07-14;"8189";B;-7.66%;-4.48%;"13.74%";"20.65%";"7.29%"
2023-07-15;"8189";B;-7.25%;-4.48%;"13.75%";"10.62%";"7.30%"
2023-07-16;"8189";B;-8.03%;-4.48%;"13.75%";"10.61%";"7.30%"
2023-07-17;"8189";B;-8.04%;-4.48%;"13.34%";"10.61%";"7.30%"
2023-07-18;"8189";B;-7.98%;-5.08%;"9.17%";"10.68%";"7.37%"
2023-07-19;"8189";B;-7.75%;-4.65%;"10.63%";"11.94%";"7.63%"
2023-07-20;"8189";B;-5.23%;-4.37%;"12.85%";"16.32%";"9.98%"
2023-07-21;"8189";B;-8.36%;-6.71%;"9.11%";"16.24%";"6.35%"
2023-07-22;"8189";B;-8.35%;-6.71%;"9.12%";"17.34%";"6.36%"
2023-07-23;"8189";B;-9.02%;-6.71%;"9.12%";"17.32%";"6.36%"
2023-07-24;"8189";B;-9.03%;-6.71%;"7.39%";"17.32%";"6.36%"
2023-07-25;"8189";B;-9.91%;-10.00%;"5.66%";"16.19%";"5.33%"
2023-07-26;"8189";B;-9.47%;-12.66%;"7.57%";"11.40%";"5.85%"
2023-07-27;"8189";B;-8.64%;-11.45%;"10.11%";"13.75%";"6.83%"
2023-07-28;"8189";B;-8.96%;-10.42%;"8.48%";"13.95%";"5.25%"
2023-07-29;"8189";B;-7.90%;-10.42%;"8.49%";"15.15%";"5.26%"
2023-07-30;"8189";B;-6.11%;-10.42%;"8.49%";"15.14%";"5.26%"
2023-07-31;"8189";B;-6.11%;-10.42%;"8.98%";"15.14%";"5.26%"
2023-01-31;"8712";APV;-2.21%;"7.29%";"13.26%";-1.98%;-2.20%
2023-02-01;"8712";APV;-1.02%;"8.60%";"14.64%";-0.06%;-1.01%
2023-02-02;"8712";APV;-1.55%;"8.02%";"13.52%";"2.26%";-1.54%
2023-02-03;"8712";APV;-1.71%;"8.08%";"19.66%";"0.22%";-1.70%
2023-02-04;"8712";APV;"0.77%";"7.22%";"18.51%";"3.30%";-1.69%
2023-02-05;"8712";APV;-1.26%;"7.21%";"20.79%";"3.29%";-1.69%
2023-02-06;"8712";APV;"0.63%";"7.21%";"20.78%";"3.29%";-1.69%
2023-02-07;"8712";APV;-0.05%;"6.50%";"19.98%";"2.61%";-2.34%
2023-02-08;"8712";APV;"3.26%";"8.29%";"23.96%";"7.22%";"0.90%"
2023-02-09;"8712";APV;"3.86%";"3.91%";"22.12%";"10.01%";"1.47%"
2023-02-10;"8712";APV;"2.57%";"11.63%";"22.56%";"0.86%";"0.29%"
2023-02-11;"8712";APV;"3.09%";"12.24%";"20.67%";-2.49%;"0.30%"
2023-02-12;"8712";APV;"3.06%";"12.23%";"24.80%";-2.50%;"0.30%"
2023-02-13;"8712";APV;"4.23%";"12.23%";"24.78%";-2.50%;"0.30%"
2023-02-14;"8712";APV;"5.63%";"13.74%";"26.47%";-1.18%;"1.65%"
2023-02-15;"8712";APV;"4.15%";"11.58%";"24.70%";-1.32%;"0.23%"
2023-02-16;"8712";APV;"6.07%";"13.44%";"27.00%";-0.53%;"2.08%"
2023-02-17;"8712";APV;"7.04%";"20.89%";"30.95%";-3.66%;"3.57%"
2023-02-18;"8712";APV;"1.79%";"24.34%";"38.30%";-6.07%;"3.58%"
2023-02-19;"8712";APV;"3.97%";"24.33%";"42.93%";-6.08%;"3.58%"
2023-02-20;"8712";APV;"5.42%";"24.33%";"42.92%";-6.08%;"3.58%"
2023-02-21;"8712";APV;"7.83%";"27.19%";"46.20%";-3.92%;"5.96%"
2023-02-22;"8712";APV;"7.72%";"27.29%";"46.05%";-6.94%;"5.85%"
2023-02-23;"8712";APV;"5.86%";"23.78%";"37.14%";-13.89%;"4.03%"
2023-02-24;"8712";APV;"1.47%";"18.09%";"32.08%";-8.52%;"2.08%"
2023-02-25;"8712";APV;"0.83%";"19.09%";"34.16%";-4.89%;"2.09%"
2023-02-26;"8712";APV;"2.70%";"19.08%";"22.68%";-4.90%;"2.09%"
2023-02-27;"8712";APV;"3.43%";"19.08%";"22.67%";-4.90%;"2.09%"
2023-02-28;"8712";APV;"4.32%";"20.12%";"23.74%";-4.07%;"2.97%"
2023-03-01;"8712";APV;"8.90%";"24.40%";"27.66%";-1.67%;"7.80%"
2023-03-02;"8712";APV;"8.38%";"21.76%";"20.12%";"2.14%";"6.71%"
2023-03-03;"8712";APV;"6.61%";"19.56%";"17.95%";-2.49%;"4.79%"
2023-03-04;"8712";APV;"6.61%";"19.57%";"17.96%";-2.94%;"4.80%"
2023-03-05;"8712";APV;"6.61%";"19.57%";"17.96%";-2.95%;"4.80%"
2023-03-06;"8712";APV;"6.61%";"15.69%";"23.27%";-2.95%;"4.80%"
2023-03-07;"8712";APV;"12.03%";"18.61%";"32.76%";"1.31%";"9.40%"
2023-03-08;"8712";APV;"7.05%";"17.09%";"31.21%";-0.48%;"8.01%"
2023-03-09;"8712";APV;"10.25%";"21.27%";"41.51%";"6.62%";"11.87%"
2023-03-10;"8712";APV;"15.97%";"26.07%";"47.12%";"10.30%";"16.31%"
2023-03-11;"8712";APV;"15.97%";"26.09%";"47.13%";"6.53%";"16.32%"
2023-03-12;"8712";APV;"15.97%";"26.09%";"47.13%";"6.52%";"16.32%"
2023-03-13;"8712";APV;"15.97%";"28.11%";"38.09%";"6.52%";"16.32%"
2023-03-14;"8712";APV;"11.63%";"24.93%";"37.60%";"3.91%";"13.47%"
2023-03-15;"8712";APV;"10.64%";"19.20%";"33.25%";"7.72%";"10.90%"
2023-03-16;"8712";APV;"3.18%";"13.03%";"26.53%";"4.10%";"5.32%"
2023-03-17;"8712";APV;"2.39%";"13.80%";"27.41%";"5.98%";"6.05%"
2023-03-18;"8712";APV;"2.39%";"13.81%";"27.42%";"9.47%";"6.06%"
2023-03-19;"8712";APV;"2.39%";"13.81%";"27.42%";"9.46%";"6.06%"
2023-03-20;"8712";APV;"2.39%";"14.27%";"27.42%";"9.46%";"6.06%"
2023-03-21;"8712";APV;-1.02%;"13.84%";"24.51%";"8.24%";"4.88%"
2023-03-22;"8712";APV;"2.48%";"11.05%";"28.11%";"13.16%";"8.47%"
2023-03-23;"8712";APV;"7.40%";"18.18%";"33.66%";"13.84%";"11.73%"
2023-03-24;"8712";APV;"7.02%";"15.54%";"30.68%";"13.23%";"9.25%"
2023-03-25;"8712";APV;"7.02%";"15.55%";"30.69%";"13.17%";"9.26%"
2023-03-26;"8712";APV;"7.02%";"15.55%";"30.69%";"13.16%";"9.26%"
2023-03-27;"8712";APV;"7.02%";"14.15%";"28.94%";"13.16%";"9.26%"
2023-03-28;"8712";APV;"8.22%";"8.68%";"33.49%";"15.43%";"11.44%"
2023-03-29;"8712";APV;"7.50%";"12.27%";"25.76%";"17.04%";"10.70%"
2023-03-30;"8712";APV;"6.92%";"10.10%";"19.95%";"17.81%";"10.10%"
2023-03-31;"8712";APV;"3.95%";"7.03%";"16.62%";"11.19%";"7.04%"
2023-04-01;"8712";APV;-0.69%;"7.04%";"16.62%";"10.24%";"7.05%"
2023-04-02;"8712";APV;"0.32%";"7.04%";"16.62%";"10.23%";"7.05%"
2023-04-03;"8712";APV;"2.16%";"7.04%";"16.62%";"10.23%";"7.05%"
2023-04-04;"8712";APV;"0.89%";"8.38%";"16.14%";"8.86%";"5.73%"
2023-04-05;"8712";APV;"1.44%";"6.78%";"19.00%";"7.73%";"6.31%"
2023-04-06;"8712";APV;-0.13%;"7.13%";"15.25%";"6.79%";"4.66%"
2023-04-07;"8712";APV;-4.32%;"7.13%";"9.14%";"11.38%";"4.67%"
2023-04-08;"8712";APV;-3.09%;"7.13%";"9.13%";"12.66%";"4.67%"
2023-04-09;"8712";APV;-6.43%;"7.13%";"9.13%";"12.65%";"4.67%"
2023-04-10;"8712";APV;-10.01%;"7.05%";"9.13%";"12.65%";"4.67%"
2023-04-11;"8712";APV;-8.15%;"9.82%";"11.39%";"14.99%";"6.84%"
2023-04-12;"8712";APV;-5.50%;"12.94%";"13.70%";"13.90%";"9.92%"
2023-04-13;"8712";APV;-5.81%;"13.86%";"22.33%";"15.59%";"9.56%"
2023-04-14;"8712";APV;-3.38%;"13.93%";"18.39%";"15.55%";"9.64%"
2023-04-15;"8712";APV;-1.13%;"13.94%";"18.39%";"15.55%";"9.65%"
2023-04-16;"8712";APV;"4.11%";"13.94%";"18.39%";"15.55%";"9.65%"
2023-04-17;"8712";APV;"3.39%";"13.32%";"18.39%";"15.55%";"9.65%"
2023-04-18;"8712";APV;"4.71%";"9.14%";"23.81%";"17.04%";"11.06%"
2023-04-19;"8712";APV;"4.41%";"11.15%";"23.26%";"20.64%";"10.74%"
2023-04-20;"8712";APV;"6.84%";"15.32%";"22.52%";"22.49%";"13.32%"
2023-04-21;"8712";APV;"6.73%";"13.91%";"28.52%";"17.78%";"11.94%"
2023-04-22;"8712";APV;"3.20%";"13.92%";"28.52%";"15.95%";"11.95%"
2023-04-23;"8712";APV;"0.20%";"13.92%";"28.52%";"15.94%";"11.95%"
2023-04-24;"8712";APV;"2.48%";"11.28%";"28.52%";"15.94%";"11.95%"
2023-04-25;"8712";APV;"5.55%";"13.90%";"33.28%";"19.43%";"15.32%"
2023-04-26;"8712";APV;"9.08%";"19.89%";"30.81%";"15.39%";"19.18%"
2023-04-27;"8712";APV;"6.72%";"18.14%";"24.40%";"13.54%";"16.60%"
2023-04-28;"8712";APV;"2.21%";"15.39%";"24.97%";"19.03%";"13.90%"
2023-04-29;"8712";APV;"2.90%";"15.40%";"24.97%";"9.19%";"13.91%"
2023-04-30;"8712";APV;"3.46%";"15.40%";"24.97%";"9.18%";"13.91%"
2023-05-01;"8712";APV;"6.41%";"15.08%";"24.97%";"9.18%";"13.91%"
2023-05-02;"8712";APV;"6.41%";"15.70%";"24.97%";"9.18%";"13.91%"
2023-05-03;"8712";APV;"8.21%";"17.85%";"27.37%";"11.05%";"15.84%"
2023-05-04;"8712";APV;"12.95%";"21.48%";"30.25%";"22.36%";"19.42%"
2023-05-05;"8712";APV;"9.99%";"18.94%";"27.52%";"12.35%";"16.93%"
2023-05-06;"8712";APV;"11.73%";"18.95%";"27.53%";"9.41%";"16.94%"
2023-05-07;"8712";APV;"11.72%";"19.74%";"27.53%";"9.40%";"16.94%"
2023-05-08;"8712";APV;"11.72%";"15.90%";"25.51%";"9.40%";"16.94%"
2023-05-09;"8712";APV;"12.75%";"16.31%";"20.85%";"10.41%";"18.02%"
2023-05-10;"8712";APV;"13.33%";"18.28%";"32.04%";"11.59%";"18.63%"
2023-05-11;"8712";APV;"9.32%";"16.45%";"30.70%";"4.56%";"16.80%"
2023-05-12;"8712";APV;"8.99%";"19.44%";"34.05%";"8.61%";"19.80%"
2023-05-13;"8712";APV;"9.36%";"19.45%";"34.06%";"11.97%";"19.81%"
2023-05-14;"8712";APV;"9.28%";"17.86%";"34.06%";"11.96%";"19.81%"
2023-05-15;"8712";APV;"9.27%";"19.54%";"33.37%";"11.96%";"19.81%"
2023-05-16;"8712";APV;"7.68%";"15.67%";"31.21%";"10.33%";"18.07%"
2023-05-17;"8712";APV;"4.95%";"11.11%";"34.33%";"10.29%";"15.08%"
2023-05-18;"8712";APV;"2.09%";"9.46%";"36.10%";-0.07%;"13.38%"
2023-05-19;"8712";APV;"2.20%";"9.26%";"35.84%";-3.16%;"13.17%"
2023-05-20;"8712";APV;-0.12%;"9.27%";"35.85%";-5.23%;"13.18%"
2023-05-21;"8712";APV;"1.11%";"6.81%";"35.85%";-5.24%;"13.18%"
2023-05-22;"8712";APV;"1.10%";"6.93%";"36.11%";-5.24%;"13.18%"
2023-05-23;"8712";APV;"2.65%";"10.47%";"36.74%";-3.79%;"14.92%"
2023-05-24;"8712";APV;"2.66%";"12.59%";"32.96%";-4.41%;"14.93%"
2023-05-25;"8712";APV;-1.50%;"11.27%";"32.51%";-3.34%;"13.59%"
2023-05-26;"8712";APV;-5.75%;"10.03%";"31.02%";-1.69%;"12.32%"
2023-05-27;"8712";APV;-3.66%;"10.04%";"31.03%";"1.25%";"12.33%"
2023-05-28;"8712";APV;-1.38%;"9.09%";"31.03%";"1.24%";"12.33%"
2023-05-29;"8712";APV;-1.39%;"9.09%";"27.62%";"1.24%";"12.33%"
2023-05-30;"8712";APV;-1.82%;"8.61%";"31.75%";"0.80%";"11.84%"
2023-05-31;"8712";APV;-2.61%;"7.74%";"30.69%";-1.63%;"10.94%"
2023-06-01;"8712";APV;-2.58%;"2.94%";"28.06%";-3.08%;"10.98%"
2023-06-02;"8712";APV;-3.94%;"2.55%";"24.86%";-3.17%;"9.43%"
2023-06-03;"8712";APV;-5.53%;"4.43%";"24.86%";-6.86%;"9.44%"
2023-06-04;"8712";APV;-8.36%;"4.42%";"24.86%";-6.87%;"9.44%"
2023-06-05;"8712";APV;-6.41%;"4.42%";"24.86%";-6.87%;"9.44%"
2023-06-06;"8712";APV;-6.60%;"4.22%";"20.58%";-7.05%;"9.22%"
2023-06-07;"8712";APV;-5.39%;"1.13%";"19.95%";-1.43%;"10.64%"
2023-06-08;"8712";APV;-5.59%;"2.21%";"19.68%";-5.49%;"10.40%"
2023-06-09;"8712";APV;-5.86%;-0.68%;"20.45%";-8.11%;"11.11%"
2023-06-10;"8712";APV;-6.33%;-4.46%;"20.45%";-11.10%;"11.12%"
2023-06-11;"8712";APV;-4.87%;-4.47%;"20.45%";-11.10%;"11.12%"
2023-06-12;"8712";APV;-7.25%;-4.47%;"20.45%";-11.10%;"11.12%"
2023-06-13;"8712";APV;-8.07%;-5.32%;"21.30%";-11.89%;"10.14%"
2023-06-14;"8712";APV;-7.34%;-2.16%;"22.23%";-10.98%;"11.02%"
2023-06-15;"8712";APV;-8.66%;-1.31%;"17.63%";-10.37%;"9.44%"
2023-06-16;"8712";APV;-6.05%;"5.32%";"19.04%";-13.86%;"10.92%"
2023-06-17;"8712";APV;-3.60%;"4.60%";"19.04%";-12.21%;"10.94%"
2023-06-18;"8712";APV;-2.16%;"4.59%";"19.04%";-12.22%;"10.94%"
2023-06-19;"8712";APV;-1.98%;"4.59%";"19.04%";-12.22%;"10.94%"
2023-06-20;"8712";APV;-2.20%;"4.37%";"19.26%";-12.41%;"10.70%"
2023-06-21;"8712";APV;-2.19%;"5.55%";"20.16%";-12.01%;"10.71%"
2023-06-22;"8712";APV;-2.19%;"2.06%";"13.33%";-12.01%;"10.71%"
2023-06-23;"8712";APV;-3.06%;-0.28%;"17.84%";-7.34%;"11.41%"
2023-06-24;"8712";APV;-3.05%;"1.99%";"17.84%";"1.59%";"11.42%"
2023-06-25;"8712";APV;-1.91%;"1.98%";"17.84%";"1.58%";"11.42%"
2023-06-26;"8712";APV;-0.80%;"1.98%";"17.84%";"1.58%";"11.42%"
2023-06-27;"8712";APV;-0.81%;"1.98%";"16.41%";"1.58%";"11.42%"
2023-06-28;"8712";APV;-1.06%;-0.27%;"8.38%";"1.32%";"11.14%"
2023-06-29;"8712";APV;-2.41%;-0.97%;"11.18%";"3.08%";"9.62%"
2023-06-30;"8712";APV;-3.90%;-2.38%;"7.48%";"1.90%";"7.48%"
2023-07-01;"8712";APV;-3.14%;"0.41%";"7.48%";"4.52%";"7.49%"
2023-07-02;"8712";APV;-1.77%;"0.41%";"7.48%";"4.51%";"7.49%"
2023-07-03;"8712";APV;-1.78%;"0.41%";"7.48%";"4.51%";"7.49%"
2023-07-04;"8712";APV;-1.09%;"2.37%";"10.95%";"5.24%";"8.24%"
2023-07-05;"8712";APV;-1.00%;"1.92%";"8.82%";"10.77%";"8.35%"
2023-07-06;"8712";APV;-0.74%;"3.58%";"10.97%";"17.21%";"8.41%"
2023-07-07;"8712";APV;-2.17%;"3.40%";"10.78%";"17.47%";"8.23%"
2023-07-08;"8712";APV;-1.95%;"3.41%";"10.79%";"19.00%";"8.25%"
2023-07-09;"8712";APV;-2.58%;"3.41%";"10.79%";"18.99%";"8.25%"
2023-07-10;"8712";APV;-2.59%;"3.41%";"10.71%";"18.99%";"8.25%"
2023-07-11;"8712";APV;-4.99%;-1.19%;"8.52%";"16.06%";"5.58%"
2023-07-12;"8712";APV;-5.13%;-4.10%;"8.31%";"18.33%";"5.41%"
2023-07-13;"8712";APV;-4.82%;-4.32%;"8.94%";"16.92%";"4.83%"
2023-07-14;"8712";APV;-6.68%;-5.50%;"7.66%";"22.52%";"3.60%"
2023-07-15;"8712";APV;-5.33%;-5.50%;"7.67%";"14.11%";"3.61%"
2023-07-16;"8712";APV;-6.59%;-5.50%;"7.67%";"14.10%";"3.61%"
2023-07-17;"8712";APV;-6.60%;-5.50%;"7.08%";"14.10%";"3.61%"
2023-07-18;"8712";APV;-6.62%;-6.72%;"1.80%";"14.08%";"3.60%"
2023-07-19;"8712";APV;-6.27%;-6.10%;"4.36%";"17.88%";"3.98%"
2023-07-20;"8712";APV;-4.32%;-6.53%;"7.79%";"18.98%";"5.92%"
2023-07-21;"8712";APV;-7.77%;-8.79%;"3.91%";"19.10%";"2.11%"
2023-07-22;"8712";APV;-7.76%;-8.79%;"3.92%";"18.37%";"2.12%"
2023-07-23;"8712";APV;-8.34%;-8.79%;"3.92%";"18.36%";"2.12%"
2023-07-24;"8712";APV;-8.35%;-8.79%;"1.51%";"18.36%";"2.12%"
2023-07-25;"8712";APV;-9.24%;-12.31%;-0.12%;"17.22%";"1.13%"
2023-07-26;"8712";APV;-8.32%;-14.29%;"2.76%";"11.02%";"2.15%"
2023-07-27;"8712";APV;-7.59%;-11.69%;"4.33%";"17.25%";"2.97%"
2023-07-28;"8712";APV;-9.04%;-11.25%;"2.41%";"15.61%";"1.09%"
2023-07-29;"8712";APV;-7.77%;-11.25%;"2.42%";"17.09%";"1.10%"
2023-07-30;"8712";APV;-5.93%;-11.25%;"2.42%";"17.08%";"1.10%"
2023-07-31;"8712";APV;-5.93%;-11.25%;"3.38%";"17.08%";"1.10%"
2023-01-31;"8515";APV;-6.05%;-8.80%;"1.17%";"1.40%";-6.05%
2023-02-01;"8515";APV;-7.36%;-10.07%;-0.24%;"1.44%";-7.36%
2023-02-02;"8515";APV;-11.31%;-13.91%;-4.80%;-0.67%;-11.31%
2023-02-03;"8515";APV;-10.70%;-16.74%;-2.41%;-2.46%;-10.70%
2023-02-04;"8515";APV;-9.28%;-15.98%;-2.09%;-3.43%;-10.70%
2023-02-05;"8515";APV;-11.23%;-15.98%;-2.94%;-3.43%;-10.70%
2023-02-06;"8515";APV;-8.25%;-15.98%;-2.94%;-3.43%;-10.70%
2023-02-07;"8515";APV;-8.76%;-16.44%;-3.48%;-3.96%;-11.19%
2023-02-08;"8515";APV;-8.59%;-14.26%;-3.30%;-2.92%;-11.03%
2023-02-09;"8515";APV;-8.04%;-16.37%;-3.66%;"0.48%";-10.50%
2023-02-10;"8515";APV;-7.87%;-8.46%;"0.73%";"0.36%";-9.33%
2023-02-11;"8515";APV;-5.67%;-6.55%;"1.60%";-3.11%;-9.33%
2023-02-12;"8515";APV;-4.53%;-6.55%;"3.22%";-3.11%;-9.33%
2023-02-13;"8515";APV;-4.21%;-6.55%;"3.22%";-3.11%;-9.33%
2023-02-14;"8515";APV;-3.77%;-6.12%;"3.69%";-2.66%;-8.91%
2023-02-15;"8515";APV;-4.69%;-5.50%;"2.70%";-1.04%;-9.79%
2023-02-16;"8515";APV;-3.72%;-6.30%;"3.74%";-0.44%;-8.87%
2023-02-17;"8515";APV;-1.84%;-5.84%;"4.95%";-0.18%;-6.73%
2023-02-18;"8515";APV;-3.61%;-4.43%;"5.37%";-2.19%;-6.73%
2023-02-19;"8515";APV;-6.36%;-4.43%;"3.08%";-2.19%;-6.73%
2023-02-20;"8515";APV;-3.88%;-4.43%;"3.08%";-2.19%;-6.73%
2023-02-21;"8515";APV;-0.96%;-1.52%;"6.22%";"0.79%";-3.90%
2023-02-22;"8515";APV;-0.30%;"1.05%";"6.92%";"0.99%";-3.26%
2023-02-23;"8515";APV;-0.40%;"2.89%";"5.65%";-1.39%;-3.35%
2023-02-24;"8515";APV;"0.75%";"5.21%";"7.92%";-1.71%;-1.78%
2023-02-25;"8515";APV;-0.11%;"4.76%";"9.51%";"4.18%";-1.78%
2023-02-26;"8515";APV;"2.13%";"4.76%";"5.79%";"4.18%";-1.78%
2023-02-27;"8515";APV;"3.53%";"4.76%";"5.79%";"4.18%";-1.78%
2023-02-28;"8515";APV;"4.07%";"5.31%";"6.35%";"4.72%";-1.26%
2023-03-01;"8515";APV;"8.06%";"11.83%";"1.93%";"3.34%";"0.11%"
2023-03-02;"8515";APV;"12.72%";"10.84%";"3.61%";"6.30%";-0.03%
2023-03-03;"8515";APV;"7.94%";"6.87%";-0.10%;"1.71%";-3.61%
2023-03-04;"8515";APV;"7.94%";"6.87%";-0.10%;-0.97%;-3.61%
2023-03-05;"8515";APV;"7.94%";"6.87%";-0.10%;-0.97%;-3.61%
2023-03-06;"8515";APV;"7.94%";"3.96%";-0.30%;-0.97%;-3.61%
2023-03-07;"8515";APV;"11.47%";"5.09%";"3.90%";"1.71%";-1.00%
2023-03-08;"8515";APV;"12.33%";"6.09%";"7.27%";-0.83%;-0.06%
2023-03-09;"8515";APV;"12.56%";"6.95%";"11.20%";"4.82%";"0.75%"
2023-03-10;"8515";APV;"14.97%";"10.66%";"15.06%";"6.35%";"4.24%"
2023-03-11;"8515";APV;"14.97%";"10.66%";"15.06%";"6.87%";"4.24%"
2023-03-12;"8515";APV;"14.97%";"10.66%";"15.06%";"6.87%";"4.24%"
2023-03-13;"8515";APV;"14.97%";"15.15%";"7.97%";"6.87%";"4.24%"
2023-03-14;"8515";APV;"11.26%";"10.90%";"3.32%";"3.90%";"1.34%"
2023-03-15;"8515";APV;"14.76%";"6.51%";"3.93%";"8.88%";"3.53%"
2023-03-16;"8515";APV;"9.72%";-0.36%;"0.37%";"9.78%";-0.02%
2023-03-17;"8515";APV;"8.14%";"0.50%";"1.24%";"12.87%";"0.85%"
2023-03-18;"8515";APV;"8.14%";"0.50%";"1.24%";"15.35%";"0.85%"
2023-03-19;"8515";APV;"8.14%";"0.50%";"1.24%";"15.35%";"0.85%"
2023-03-20;"8515";APV;"8.14%";-0.09%;"1.24%";"15.35%";"0.85%"
2023-03-21;"8515";APV;"2.42%";"0.93%";-1.97%;"12.58%";-1.57%
2023-03-22;"8515";APV;"2.38%";-1.40%;-5.23%;"15.87%";-0.96%
2023-03-23;"8515";APV;"2.86%";-0.58%;-8.44%;"14.77%";-0.58%
2023-03-24;"8515";APV;"2.09%";"0.28%";-7.65%;"16.77%";"0.28%"
2023-03-25;"8515";APV;"2.09%";"0.28%";-7.65%;"18.09%";"0.28%"
2023-03-26;"8515";APV;"2.09%";"0.28%";-7.65%;"18.09%";"0.28%"
2023-03-27;"8515";APV;"2.09%";"0.28%";-8.32%;"18.09%";"0.28%"
2023-03-28;"8515";APV;"1.94%";-1.23%;-6.72%;"18.54%";"0.66%"
2023-03-29;"8515";APV;-0.35%;-1.16%;-10.97%;"19.64%";-1.60%
2023-03-30;"8515";APV;-1.83%;-3.07%;-12.66%;"17.40%";-3.07%
2023-03-31;"8515";APV;-3.64%;-4.85%;-14.27%;"13.38%";-4.85%
2023-04-01;"8515";APV;-4.96%;-4.85%;-14.27%;"11.54%";-4.85%
2023-04-02;"8515";APV;-4.82%;-4.85%;-14.27%;"11.54%";-4.85%
2023-04-03;"8515";APV;-1.29%;-4.85%;-14.27%;"11.54%";-4.85%
2023-04-04;"8515";APV;-0.79%;-2.85%;-7.48%;"12.10%";-4.37%
2023-04-05;"8515";APV;"0.04%";-4.15%;-8.11%;"12.00%";-3.57%
2023-04-06;"8515";APV;-0.14%;-1.11%;-7.96%;"8.16%";-3.75%
2023-04-07;"8515";APV;-2.78%;-1.11%;-12.37%;"8.52%";-3.75%
2023-04-08;"8515";APV;-3.69%;-1.11%;-12.37%;"9.54%";-3.75%
2023-04-09;"8515";APV;-4.47%;-1.11%;-12.37%;"9.54%";-3.75%
2023-04-10;"8515";APV;-7.67%;-2.21%;-12.37%;"9.54%";-3.75%
2023-04-11;"8515";APV;-8.43%;-0.69%;-13.09%;"8.63%";-4.55%
2023-04-12;"8515";APV;-8.39%;"0.55%";-13.65%;"8.61%";-4.50%
2023-04-13;"8515";APV;-9.14%;"0.06%";-13.18%;"8.22%";-5.29%
2023-04-14;"8515";APV;-6.80%;-0.21%;-13.64%;"6.98%";-5.55%
2023-04-15;"8515";APV;-8.77%;-0.21%;-13.64%;"6.98%";-5.55%
2023-04-16;"8515";APV;-5.53%;-0.21%;-13.64%;"6.98%";-5.55%
2023-04-17;"8515";APV;-6.35%;-0.59%;-13.64%;"6.98%";-5.55%
2023-04-18;"8515";APV;-7.07%;-3.13%;-12.93%;"6.16%";-6.28%
2023-04-19;"8515";APV;-6.73%;-5.56%;-12.88%;"8.28%";-5.94%
2023-04-20;"8515";APV;-6.00%;-2.30%;-12.25%;"9.86%";-5.20%
2023-04-21;"8515";APV;-3.65%;-2.26%;-11.57%;"8.95%";-5.16%
2023-04-22;"8515";APV;-4.24%;-2.26%;-11.57%;"2.41%";-5.16%
2023-04-23;"8515";APV;-4.60%;-2.26%;-11.57%;"2.41%";-5.16%
